L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.16666666666666666,101.67115125985788,101.91214928571412,1,2017,3,4
0.2261904761904762,100.06749968788904,100.40521880952338,1,2017,3,4
0.2857142857142857,98.46384811591952,98.90412669312127,1,2017,3,4
0.34523809523809523,96.8601965439475,97.44124846560817,1,2017,3,4
0.40476190476190477,95.25654497197888,95.90737415343915,1,2017,3,4
0.4642857142857143,93.65289340000959,94.42655730158685,1,2017,3,4
0.5238095238095238,92.04924182803802,92.90621216931163,1,2017,3,4
0.5833333333333334,90.44559025607145,91.43483857142837,1,2017,3,4
0.6428571428571429,88.84193868409943,89.96284732804202,1,2017,3,4
0.7023809523809523,87.238287112129,88.48209661375654,1,2017,3,4
0.7619047619047619,85.63463554015993,87.0648986772485,1,2017,3,4
0.8214285714285714,84.03098396819064,85.60695378306855,1,2017,3,4
0.8809523809523809,82.42733239621862,84.1023101058197,1,2017,3,4
0.9404761904761905,80.82368082424932,82.69342322751322,1,2017,3,4
1.0,79.22002925227866,81.30090161375642,1,2017,3,4
