k_name,alpha,beta,trial,n,r,k,L_multiplier,L,regret_linear,regret_softmax,regret_linear_per_k,regret_softmax_per_k
k33pct,1,1,0,200,5,67,1.0,0.2,13.846755322642899,16.262257242401795,0.20666798989019253,0.24272025734928052
k33pct,1,1,0,200,5,67,2.0,0.4,6.861700368822291,11.208749413470876,0.10241343834063121,0.16729476736523696
k33pct,1,1,1,200,5,67,1.0,0.2,14.176498462988945,16.53327404014466,0.21158952929834246,0.24676528418126362
k33pct,1,1,1,200,5,67,2.0,0.4,7.006592273047474,11.304674669201276,0.10457600407533543,0.16872648760001904
k33pct,1,1,2,200,5,67,1.0,0.2,14.053652827694954,16.302291203129876,0.20975601235365604,0.24331777915119218
k33pct,1,1,2,200,5,67,2.0,0.4,7.141085133508646,11.213970920913475,0.10658336020162158,0.1673727003121414
k33pct,1,1,3,200,5,67,1.0,0.2,14.394803510657496,16.934342863449224,0.21484781359190294,0.2527513860216302
k33pct,1,1,3,200,5,67,2.0,0.4,6.91238658742418,11.384313287427005,0.10316994906603254,0.16991512369294037
k33pct,1,1,4,200,5,67,1.0,0.2,13.759301429380287,16.18430701796121,0.20536270790119832,0.24155682116360014
k33pct,1,1,4,200,5,67,2.0,0.4,6.853153164087068,11.124235661946756,0.1022858681207025,0.16603336808875754
k33pct,1,1,5,200,5,67,1.0,0.2,14.152600813279271,16.3198422629686,0.2112328479593921,0.24357973526818805
k33pct,1,1,5,200,5,67,2.0,0.4,7.447052597355132,11.417492532488524,0.1111500387664945,0.17041033630579885
k33pct,1,1,6,200,5,67,1.0,0.2,13.614950476540841,16.115972638780356,0.20320821606777376,0.24053690505642322
k33pct,1,1,6,200,5,67,2.0,0.4,7.009758182264875,11.082007118973948,0.10462325645171455,0.16540309132796938
k33pct,1,1,7,200,5,67,1.0,0.2,13.490375571052105,15.642421250599078,0.20134888912018067,0.23346897388953847
k33pct,1,1,7,200,5,67,2.0,0.4,7.128966318095529,11.047844276667256,0.10640248235963476,0.16489319815921277
k33pct,1,1,8,200,5,67,1.0,0.2,13.079559470224261,15.404845670501814,0.19521730552573524,0.2299230697089823
k33pct,1,1,8,200,5,67,2.0,0.4,6.856301011091844,10.79965142161884,0.10233285091181857,0.1611888271883409
k33pct,1,1,9,200,5,67,1.0,0.2,13.982880545907129,16.231622737965623,0.2086997096404049,0.2422630259397854
k33pct,1,1,9,200,5,67,2.0,0.4,7.341109381973148,11.306330293032723,0.10956879674586788,0.16875119840347347
k33pct,1,1,10,200,5,67,1.0,0.2,13.372503032193151,15.650386379966648,0.19958959749542016,0.23358785641741264
k33pct,1,1,10,200,5,67,2.0,0.4,6.803528535300508,10.745005299240688,0.10154520201941057,0.16037321342150282
k33pct,1,1,11,200,5,67,1.0,0.2,13.689694243340206,16.111882551589936,0.2043237946767195,0.24047585897895427
k33pct,1,1,11,200,5,67,2.0,0.4,6.990625134345343,11.086138821255553,0.10433768857231855,0.16546475852620227
k33pct,1,1,12,200,5,67,1.0,0.2,13.482738550248499,16.07745999008955,0.2012349037350522,0.23996208940432165
k33pct,1,1,12,200,5,67,2.0,0.4,6.5753768121327525,10.892637318234385,0.09813995241989183,0.16257667639155798
k33pct,1,1,13,200,5,67,1.0,0.2,13.512289213782879,16.02498079269956,0.20167595841466981,0.23917881780148595
k33pct,1,1,13,200,5,67,2.0,0.4,6.860681181688932,10.984074068785887,0.10239822659237212,0.16394140401172966
k33pct,1,1,14,200,5,67,1.0,0.2,13.841464792778694,16.13782648659707,0.20658902675789095,0.24086308188950853
k33pct,1,1,14,200,5,67,2.0,0.4,7.415754271099054,11.271857995950235,0.11068289956864259,0.1682366865067199
k33pct,1,1,15,200,5,67,1.0,0.2,14.795205463012934,17.15719085982,0.2208239621345214,0.25607747551970145
k33pct,1,1,15,200,5,67,2.0,0.4,6.802006921638295,11.561351312296054,0.10152249136773575,0.17255748227307544
k33pct,1,1,16,200,5,67,1.0,0.2,13.12381723326957,15.211193187954784,0.19587786915327715,0.22703273414857886
k33pct,1,1,16,200,5,67,2.0,0.4,6.8186413499042615,10.596885335293912,0.10177076641648151,0.1581624676909539
k33pct,1,1,17,200,5,67,1.0,0.2,14.048909481824722,16.278092655972152,0.20968521614663765,0.2429566068055545
k33pct,1,1,17,200,5,67,2.0,0.4,6.913427874867359,11.133264073253883,0.10318549066966208,0.16616812049632662
k33pct,1,1,18,200,5,67,1.0,0.2,13.659039735520743,15.788053081626096,0.20386626470926483,0.23564258330785218
k33pct,1,1,18,200,5,67,2.0,0.4,7.110314122996094,11.010455628024793,0.1061240913880014,0.16433515862723572
k33pct,1,1,19,200,5,67,1.0,0.2,14.42267956025875,16.77022484833344,0.2152638740337127,0.2503018634079618
k33pct,1,1,19,200,5,67,2.0,0.4,7.233274602149891,11.42029854327891,0.10795932242014762,0.17045221706386435
k33pct,2,2,0,200,5,67,1.0,0.2,11.95456596627119,13.260638223038043,0.17842635770554013,0.19791997347817974
k33pct,2,2,0,200,5,67,2.0,0.4,7.314278973089088,10.057193421227637,0.10916834288192669,0.1501073644959349
k33pct,2,2,1,200,5,67,1.0,0.2,11.950918641781932,13.223544581433472,0.178371920026596,0.19736633703632048
k33pct,2,2,1,200,5,67,2.0,0.4,7.615892777674887,10.135131601112633,0.11367004145783413,0.15127062091212884
k33pct,2,2,2,200,5,67,1.0,0.2,10.988885935499653,12.15851631019354,0.16401322291790527,0.18147039268945583
k33pct,2,2,2,200,5,67,2.0,0.4,7.09902936720416,9.422283469543984,0.10595566219707701,0.14063109656035797
k33pct,2,2,3,200,5,67,1.0,0.2,11.566657366630025,12.995005492505143,0.17263667711388098,0.19395530585828571
k33pct,2,2,3,200,5,67,2.0,0.4,7.074160760496113,9.844876340920663,0.10558448896262855,0.14693845284956214
k33pct,2,2,4,200,5,67,1.0,0.2,11.002713081562668,12.187894051247092,0.16421959823227864,0.18190886643652376
k33pct,2,2,4,200,5,67,2.0,0.4,6.979845823539264,9.368764844632004,0.10417680333640693,0.1398323111139105
k33pct,2,2,5,200,5,67,1.0,0.2,11.456962304436637,12.888577341818966,0.1709994373796513,0.19236682599729799
k33pct,2,2,5,200,5,67,2.0,0.4,6.818458020830626,9.607936774135375,0.10176803016165113,0.1434020414050056
k33pct,2,2,6,200,5,67,1.0,0.2,12.324452708756503,13.802480107015903,0.18394705535457467,0.20600716577635675
k33pct,2,2,6,200,5,67,2.0,0.4,7.3648116794898115,10.251677924397292,0.10992256238044495,0.15301011827458644
k33pct,2,2,7,200,5,67,1.0,0.2,11.947721803495767,13.304994754898004,0.17832420602232488,0.1985820112671344
k33pct,2,2,7,200,5,67,2.0,0.4,7.455118057140318,10.029372253656625,0.11127041876328833,0.14969212318890485
k33pct,2,2,8,200,5,67,1.0,0.2,12.109532354653375,13.520075186833658,0.1807392888754235,0.20179216696766655
k33pct,2,2,8,200,5,67,2.0,0.4,7.214943176315977,10.07156975117637,0.10768571904949219,0.15032193658472193
k33pct,2,2,9,200,5,67,1.0,0.2,12.039796624693267,13.270709188065354,0.17969845708497414,0.19807028638903512
k33pct,2,2,9,200,5,67,2.0,0.4,7.738309767981498,10.227379487724484,0.11549716071614176,0.15264745504066393
k33pct,2,2,10,200,5,67,1.0,0.2,12.122576731748246,13.469695760475325,0.18093398107086936,0.201040235230975
k33pct,2,2,10,200,5,67,2.0,0.4,7.53536063346349,10.252567383304346,0.1124680691561715,0.15302339378066188
k33pct,2,2,11,200,5,67,1.0,0.2,12.329580292278521,13.72465070850047,0.18402358645191824,0.20484553296269356
k33pct,2,2,11,200,5,67,2.0,0.4,7.541387286585163,10.362695625741893,0.11255801920276362,0.15466709889167005
k33pct,2,2,12,200,5,67,1.0,0.2,11.78653780941493,12.987478437044366,0.17591847476738703,0.19384296174693083
k33pct,2,2,12,200,5,67,2.0,0.4,7.591907514385859,10.003159585843449,0.11331205245352029,0.14930088934094699
k33pct,2,2,13,200,5,67,1.0,0.2,11.72625303703483,13.480330224901884,0.17501870204529596,0.20119895858062514
k33pct,2,2,13,200,5,67,2.0,0.4,7.023482405370075,9.990215699226006,0.10482809560253843,0.14910769700337323
