dataset,k_name,k,n,L,linear_regret,linear_regret_per_k
Swiss NSF,k33pct,118,353,10.499999999999975,0.03165745464853842,0.00026828351397066455
Swiss NSF,k33pct,118,353,10.833333333333307,0.030427273422588996,0.00025785824934397453
Swiss NSF,k33pct,118,353,11.16666666666664,0.029197092196682206,0.0002474329847176458
Swiss NSF,k33pct,118,353,11.499999999999973,0.027966910970732783,0.0002370077200909558
Swiss NSF,k33pct,118,353,11.833333333333306,0.026736729744811782,0.00022658245546450663
Swiss NSF,k33pct,118,353,12.166666666666638,0.02550654851887657,0.00021615719083793703
Swiss NSF,k33pct,118,353,12.49999999999997,0.02427636729294136,0.00020573192621136744
Swiss NSF,k33pct,118,353,12.833333333333302,0.023046186066991936,0.0001953066615846774
Swiss NSF,k33pct,118,353,13.166666666666634,0.021816004841085146,0.0001848813969583487
Swiss NSF,k33pct,118,353,13.499999999999968,0.020585823615149934,0.0001744561323317791
Swiss NSF,k50pct,176,353,1.549104250414836,1.4299841959807793,0.008124910204436247
Swiss NSF,k50pct,176,353,2.33137474121931,0.6797620484114759,0.003862284365974295
Swiss NSF,k50pct,176,353,3.113645232023784,0.39304260907633193,0.0022331966424791586
Swiss NSF,k50pct,176,353,3.895915722828258,0.2348800641542823,0.0013345458190584221
Swiss NSF,k50pct,176,353,4.426012144042389,0.18842802977147244,0.0010706138055197297
Swiss NSF,k50pct,176,353,4.678186213632732,0.17596798923418078,0.0009998181206487544
Swiss NSF,k50pct,176,353,4.974910958964755,0.16234972727676222,0.0009224416322543308
Swiss NSF,k50pct,176,353,5.460456704437206,0.140065474756085,0.0007958265611141193
Swiss NSF,k50pct,176,353,6.24272719524168,0.1066231014555683,0.0006058130764520927
Swiss NSF,k50pct,176,353,7.024997686046154,0.0755143610294624,0.00042905886948558185
Swiss NSF,k50pct,176,353,7.0274035180725365,0.07541868772349858,0.0004285152711562419
Swiss NSF,k50pct,176,353,7.807268176850628,0.05167509962566896,0.00029360852060039184
Swiss NSF,k50pct,176,353,8.589538667655102,0.03172073525101382,0.00018023145028985127
Swiss NSF,k50pct,176,353,9.371809158459575,0.018427674960008744,0.00010470269863641332
Swiss NSF,k50pct,176,353,10.154079649264048,0.014949397383787755,8.493975786243043e-05
Swiss NSF,k50pct,176,353,10.936350140068523,0.014538134570187822,8.260303733061262e-05
Swiss NSF,k50pct,176,353,11.718620630872998,0.01412687175661631,8.026631679895631e-05
Swiss NSF,k50pct,176,353,12.500891121677471,0.013715608943016377,7.792959626713851e-05
Swiss NSF,k50pct,176,353,13.283161612481944,0.013304346129444866,7.55928757354822e-05
Swiss NSF,k50pct,176,353,14.065432103286419,0.012893083315844933,7.325615520366439e-05
Swiss NSF,k50pct,176,353,14.22798747332198,0.012807623133454626,7.277058598553765e-05
Swiss NSF,k50pct,176,353,14.847702594090894,0.012481820502245,7.091943467184659e-05
Swiss NSF,k50pct,176,353,15.629973084895367,0.012070557688673489,6.858271414019028e-05
Swiss NSF,k50pct,176,353,16.41224357569984,0.011659294875073556,6.624599360837247e-05
Swiss NSF,k50pct,176,353,17.194514066504315,0.011248032061473623,6.390927307655467e-05
Swiss NSF,k50pct,176,353,17.97678455730879,0.010836769247902112,6.157255254489836e-05
Swiss NSF,k50pct,176,353,18.75905504811326,0.0104255064343306,5.9235832013242046e-05
Swiss NSF,k50pct,176,353,19.541325538917736,0.010014243620730667,5.689911148142425e-05
Swiss NSF,k50pct,176,353,20.32359602972221,0.009602980807130734,5.4562390949606446e-05
Swiss NSF,k50pct,176,353,21.105866520526686,0.00933180174152426,5.302160080411511e-05
Swiss NSF,k50pct,176,353,21.428571428571423,0.009259524387999818,5.261093402272624e-05
Swiss NSF,k50pct,176,353,21.88813701133116,0.009156593867686524,5.202610152094616e-05
Swiss NSF,k50pct,176,353,22.67040750213563,0.00898138599384879,5.103060223777721e-05
Swiss NSF,k50pct,176,353,23.452677992940107,0.008806178120011054,5.003510295460826e-05
Swiss NSF,k50pct,176,353,24.23494848374458,0.00863097024617332,4.9039603671439316e-05
Swiss NSF,k50pct,176,353,25.017218974549053,0.008455762372335585,4.804410438827037e-05
Swiss NSF,k50pct,176,353,25.799489465353528,0.00828055449849785,4.7048605105101416e-05
Swiss NSF,k50pct,176,353,26.581759956158002,0.008105346624660115,4.605310582193247e-05
Swiss NSF,k50pct,176,353,27.364030446962477,0.00793013875082238,4.505760653876352e-05
Swiss NSF,k50pct,176,353,28.146300937766952,0.007754930876984645,4.4062107255594576e-05
Swiss NSF,k50pct,176,353,28.928571428571423,0.00757972300314691,4.306660797242562e-05
