L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.16666666666666666,103.47747705778397,103.77364666666608,1,1855,3,4
0.2261904761904762,101.58526837282875,101.99227886243398,1,1855,3,4
0.2857142857142857,99.69305968787216,100.16996814814797,1,1855,3,4
0.34523809523809523,97.80085100291672,98.42697505290994,1,1855,3,4
0.40476190476190477,95.90864231796218,96.6798923544975,1,1855,3,4
0.4642857142857143,94.01643363300491,94.88450402116428,1,1855,3,4
0.5238095238095238,92.12422494804969,93.19682875661351,1,1855,3,4
0.5833333333333334,90.23201626309265,91.45922198412677,1,1855,3,4
0.6428571428571429,88.33980757813742,89.71946751322776,1,1855,3,4
0.7023809523809523,86.44759889318016,88.03122685185167,1,1855,3,4
0.7619047619047619,84.55539020822516,86.30890873015846,1,1855,3,4
0.8214285714285714,82.66318152326903,84.66866499999969,1,1855,3,4
0.8809523809523809,80.7791603263986,83.02806330687872,1,1855,3,4
0.9404761904761905,78.9008224950544,81.34594076719577,1,1855,3,4
1.0,77.03204892362464,79.78642499999978,1,1855,3,4
