dataset,k_name,rank_target,mechanism,item_idx,review_col,k,L,tick,l11_delta,utility_before,utility_after,utility_delta_abs,l1_prob_change,local_smoothness,softmax_search_samples,softmax_search_reps,softmax_final_samples,softmax_final_reps
NeurIPS,k10pct,k,softmax,2034,0,403,0.8,0.1111111111111111,0.11111111111111105,0.6388888888888888,0.6111111111111112,0.02777777777777768,0.02133333333333337,0.19200000000000045,800,2,10000,3
NeurIPS,k10pct,k+1,linear,290,0,403,0.8,0.1111111111111111,0.11111111111111116,0.6388888888888888,0.6666666666666666,0.02777777777777779,0.06664854087363788,0.5998368678627406,0,0,0,0
NeurIPS,k10pct,k+1,softmax,290,0,403,0.8,0.1111111111111111,0.11111111111111116,0.6388888888888888,0.6666666666666666,0.02777777777777779,0.022733333333333373,0.20460000000000025,800,2,10000,3
NeurIPS,k10pct,k,linear,2034,0,403,1.0,0.1111111111111111,0.11111111111111105,0.6388888888888888,0.6666666666666665,0.02777777777777768,0.0833080808081159,0.7497727272730436,0,0,0,0
NeurIPS,k10pct,k,softmax,2034,0,403,1.0,0.1111111111111111,0.11111111111111105,0.6388888888888888,0.6111111111111112,0.02777777777777768,0.026866666666666775,0.2418000000000011,800,2,10000,3
NeurIPS,k10pct,k+1,linear,290,0,403,1.0,0.1111111111111111,0.11111111111111116,0.6388888888888888,0.6666666666666666,0.02777777777777779,0.08330808080807289,0.7497727272726558,0,0,0,0
NeurIPS,k10pct,k+1,softmax,290,0,403,1.0,0.1111111111111111,0.11111111111111116,0.6388888888888888,0.6666666666666666,0.02777777777777779,0.02986666666666668,0.2688,800,2,10000,3
NeurIPS,k33pct,k,linear,311,0,1345,0.2,0.1111111111111111,0.11111111111111116,0.5777777777777778,0.6,0.022222222222222143,0.013330028094669266,0.11997025285202334,0,0,0,0
NeurIPS,k33pct,k,softmax,311,0,1345,0.2,0.1111111111111111,0.1111111111111111,0.5777777777777778,0.5555555555555556,0.022222222222222254,0.010200000000000153,0.09180000000000138,800,2,10000,3
NeurIPS,k33pct,k+1,linear,2055,0,1345,0.2,0.1111111111111111,0.11111111111111116,0.5777777777777778,0.6000000000000001,0.022222222222222254,0.013330028094669266,0.11997025285202334,0,0,0,0
NeurIPS,k33pct,k+1,softmax,2055,0,1345,0.2,0.1111111111111111,0.11111111111111116,0.5777777777777778,0.6000000000000001,0.022222222222222254,0.009866666666666671,0.0888,800,2,10000,3
