L,regret_linear,regret_softmax,n_trials,regret_linear_std,regret_softmax_std,regret_linear_sd,regret_softmax_sd,k,r_min,r_med
0.1,14.3002120099335,14.961861474691831,50,0.5880389932728183,0.6320384041463905,0.5880389932728183,0.6320384041463905,67,5,5
0.1642857142857143,12.701591697664085,13.811718751146403,50,0.485514729496049,0.5484287711037311,0.485514729496049,0.5484287711037311,67,5,5
0.2285714285714286,11.102971385394662,12.688493828347852,50,0.3960115543018127,0.4679810494805041,0.3960115543018127,0.4679810494805041,67,5,5
0.2928571428571429,9.51209931894198,11.621890564302964,50,0.3295008926703852,0.39973512265732547,0.3295008926703852,0.39973512265732547,67,5,5
0.3571428571428572,8.07369829268268,10.598108481895915,50,0.2717489989123205,0.33584658714143667,0.2717489989123205,0.33584658714143667,67,5,5
0.4214285714285715,6.858377566080651,9.640630174740618,50,0.21979526249423487,0.2799463776020598,0.21979526249423487,0.2799463776020598,67,5,5
0.48571428571428577,5.829308589764668,8.749849821820042,50,0.18503089521373434,0.2262493844718361,0.18503089521373434,0.2262493844718361,67,5,5
0.55,4.949353994772005,7.920040849833325,50,0.1776684027968869,0.19022664296350633,0.1776684027968869,0.19022664296350633,67,5,5
0.6142857142857143,4.211751550014134,7.170681967061661,50,0.18185915038731512,0.1681502801637059,0.18185915038731512,0.1681502801637059,67,5,5
0.6785714285714286,3.6050617994940217,6.486597469760131,50,0.18329991941831356,0.14330148425060965,0.18329991941831356,0.14330148425060965,67,5,5
0.7428571428571429,3.1124641120990453,5.868960548527737,50,0.1805516708745882,0.13444768094499138,0.1805516708745882,0.13444768094499138,67,5,5
0.8071428571428572,2.7053080889725165,5.317339941268168,50,0.16857361439847168,0.12896424894109412,0.16857361439847168,0.12896424894109412,67,5,5
0.8714285714285716,2.3683446458043886,4.819990235258153,50,0.15465423822809538,0.1255315684086799,0.15465423822809538,0.1255315684086799,67,5,5
0.9357142857142858,2.0860654417378415,4.3814918102510365,50,0.14294455632248826,0.12451684644248445,0.14294455632248826,0.12451684644248445,67,5,5
1.0,1.8498038251412197,3.9926415782098337,50,0.13281790540560512,0.12215453462320107,0.13281790540560512,0.12215453462320107,67,5,5
