k_name,alpha,beta,trial,n,r,k,L_multiplier,L,regret_linear,regret_softmax,regret_linear_per_k,regret_softmax_per_k
k10pct,3,3,15,200,5,20,1.0,0.2,3.471055891073094,5.690630396083515,0.17355279455365472,0.28453151980417574
k10pct,3,3,15,200,5,20,2.0,0.4,2.1980625650737817,4.78236362762148,0.10990312825368909,0.23911818138107402
k10pct,3,3,16,200,5,20,1.0,0.2,2.9581622851137475,4.9946347462772245,0.14790811425568737,0.24973173731386122
k10pct,3,3,16,200,5,20,2.0,0.4,1.9381430453322377,4.188200432815087,0.09690715226661188,0.20941002164075434
k10pct,3,3,17,200,5,20,1.0,0.2,3.509453435465666,5.552012026306279,0.1754726717732833,0.27760060131531394
k10pct,3,3,17,200,5,20,2.0,0.4,2.3562377579565563,4.68142167603591,0.11781188789782782,0.2340710838017955
k10pct,3,3,18,200,5,20,1.0,0.2,3.5218562315911495,5.669772987025905,0.17609281157955747,0.28348864935129525
k10pct,3,3,18,200,5,20,2.0,0.4,2.346291505410502,4.805440685552458,0.11731457527052509,0.24027203427762292
k10pct,3,3,19,200,5,20,1.0,0.2,3.133484608138394,5.015822876889679,0.1566742304069197,0.250791143844484
k10pct,3,3,19,200,5,20,2.0,0.4,2.088019624583435,4.261781200363618,0.10440098122917174,0.2130890600181809
k10pct,4,4,0,200,5,20,1.0,0.2,3.338312654751247,5.118113595915913,0.16691563273756235,0.25590567979579565
k10pct,4,4,0,200,5,20,2.0,0.4,2.275816386470746,4.414182366451891,0.1137908193235373,0.22070911832259457
k10pct,4,4,1,200,5,20,1.0,0.2,3.145177914693516,4.935543653192731,0.1572588957346758,0.24677718265963655
k10pct,4,4,1,200,5,20,2.0,0.4,2.0989873312769927,4.23128703553067,0.10494936656384964,0.2115643517765335
k10pct,4,4,2,200,5,20,1.0,0.2,2.983816163294547,4.795678046556404,0.14919080816472735,0.23978390232782018
k10pct,4,4,2,200,5,20,2.0,0.4,1.9963449119221401,4.086202498411891,0.09981724559610701,0.20431012492059458
k10pct,4,4,3,200,5,20,1.0,0.2,3.0562792307185447,4.878652030796982,0.15281396153592725,0.24393260153984908
k10pct,4,4,3,200,5,20,2.0,0.4,1.9596876337793692,4.165146776664978,0.09798438168896846,0.20825733883324887
k10pct,4,4,4,200,5,20,1.0,0.2,2.968374407341617,4.931137656474242,0.14841872036708087,0.24655688282371208
k10pct,4,4,4,200,5,20,2.0,0.4,1.9453704546374304,4.1645035866068145,0.09726852273187152,0.20822517933034074
k10pct,4,4,5,200,5,20,1.0,0.2,3.173939797382488,4.835166405128639,0.1586969898691244,0.24175832025643196
k10pct,4,4,5,200,5,20,2.0,0.4,2.13255007312263,4.191802129162026,0.1066275036561315,0.2095901064581013
k10pct,4,4,6,200,5,20,1.0,0.2,3.2720364548711416,4.921744810813346,0.16360182274355708,0.24608724054066727
k10pct,4,4,6,200,5,20,2.0,0.4,2.2063975618137786,4.257110739372839,0.11031987809068892,0.21285553696864196
k10pct,4,4,7,200,5,20,1.0,0.2,3.0340405482979307,4.8041066268091,0.15170202741489652,0.240205331340455
k10pct,4,4,7,200,5,20,2.0,0.4,1.966857554782587,4.130193262591606,0.09834287773912935,0.20650966312958027
k10pct,4,4,8,200,5,20,1.0,0.2,2.9362218299153096,4.760656880850945,0.1468110914957655,0.23803284404254726
k10pct,4,4,8,200,5,20,2.0,0.4,2.02059703642178,4.069528941903405,0.10102985182108899,0.20347644709517027
