L,regret_linear,regret_softmax,n_trials,regret_linear_std,regret_softmax_std,regret_linear_sd,regret_softmax_sd,k,r_min,r_med
0.1,4.868768845189125,6.720155350414672,20,0.2713917743285282,0.283639112183437,0.2713917743285282,0.283639112183437,20,5,5
0.1642857142857143,3.820256713261853,6.3103520164308655,20,0.2610147140946826,0.274160007762779,0.2610147140946826,0.274160007762779,20,5,5
0.2285714285714286,3.178127264307025,5.909780684622598,20,0.244866105347477,0.2593184524630706,0.244866105347477,0.2593184524630706,20,5,5
0.2928571428571429,2.7326189560827103,5.518600478420205,20,0.2231883457589434,0.2465921074592378,0.2231883457589434,0.2465921074592378,20,5,5
0.3571428571428572,2.3922223784134675,5.151193389903489,20,0.197059264021467,0.2376637045576282,0.197059264021467,0.2376637045576282,20,5,5
0.4214285714285715,2.125727250462103,4.7973938025582665,20,0.1689322676289363,0.222933944465358,0.1689322676289363,0.222933944465358,20,5,5
0.4857142857142857,1.907391445182355,4.458926551406453,20,0.1449637892193772,0.2107481070784698,0.1449637892193772,0.2107481070784698,20,5,5
0.55,1.7250669500981863,4.144046916275977,20,0.1295211855650506,0.1985911273426666,0.1295211855650506,0.1985911273426666,20,5,5
0.6142857142857143,1.571866747695258,3.8451600987955943,20,0.1162928191006641,0.1833272112767815,0.1162928191006641,0.1833272112767815,20,5,5
0.6785714285714286,1.441161992435097,3.5741168702622,20,0.1049658545015356,0.1725133885264794,0.1049658545015356,0.1725133885264794,20,5,5
0.7428571428571429,1.3271475121908298,3.3136514758171387,20,0.0961721152497461,0.1593178363457904,0.0961721152497461,0.1593178363457904,20,5,5
0.8071428571428572,1.225760024576708,3.076162017249922,20,0.0897312500089481,0.1510086077713283,0.0897312500089481,0.1510086077713283,20,5,5
0.8714285714285716,1.1351913534043745,2.858136005851873,20,0.0852896651752071,0.1386165850141387,0.0852896651752071,0.1386165850141387,20,5,5
0.9357142857142858,1.0534874747508796,2.654169465260924,20,0.0828629969716756,0.1266507043922489,0.0828629969716756,0.1266507043922489,20,5,5
1.0,0.9794738014218602,2.466508771087068,20,0.082111821889977,0.1167881180323436,0.082111821889977,0.1167881180323436,20,5,5
