k_name,alpha,beta,trial,n,r,k,L_multiplier,L,regret_linear,regret_softmax,regret_linear_per_k,regret_softmax_per_k
k50pct,1,1,13,200,5,100,2.0,0.4,8.311066825615782,11.400962280040858,0.08311066825615782,0.11400962280040858
k50pct,1,1,14,200,5,100,1.0,0.2,16.432083093086995,17.17566500839404,0.16432083093086994,0.17175665008394042
k50pct,1,1,14,200,5,100,2.0,0.4,8.471768401670047,11.176429017346223,0.08471768401670048,0.11176429017346223
k50pct,1,1,15,200,5,100,1.0,0.2,17.136001115007964,17.858285133216512,0.17136001115007965,0.17858285133216512
k50pct,1,1,15,200,5,100,2.0,0.4,8.331681688211518,11.227527300390094,0.08331681688211517,0.11227527300390093
k50pct,1,1,16,200,5,100,1.0,0.2,15.649064380653051,16.302685140940888,0.15649064380653052,0.16302685140940887
k50pct,1,1,16,200,5,100,2.0,0.4,8.220754382402866,10.74534284015035,0.08220754382402866,0.1074534284015035
k50pct,1,1,17,200,5,100,1.0,0.2,16.604615118713035,17.28710789269389,0.16604615118713034,0.1728710789269389
k50pct,1,1,17,200,5,100,2.0,0.4,8.40746946002492,11.13256467910778,0.0840746946002492,0.1113256467910778
k50pct,1,1,18,200,5,100,1.0,0.2,16.136232293967183,16.782526849494317,0.16136232293967182,0.16782526849494317
k50pct,1,1,18,200,5,100,2.0,0.4,8.423943155878092,11.012990057280092,0.08423943155878093,0.11012990057280092
k50pct,1,1,19,200,5,100,1.0,0.2,16.355680315376176,17.107338674126453,0.16355680315376175,0.17107338674126452
k50pct,1,1,19,200,5,100,2.0,0.4,7.916803863233781,10.753571159040213,0.07916803863233782,0.10753571159040214
k50pct,2,2,0,200,5,100,1.0,0.2,13.807297998709288,14.175826532951355,0.1380729799870929,0.14175826532951355
k50pct,2,2,0,200,5,100,2.0,0.4,8.926882618851963,10.229668004572808,0.08926882618851963,0.10229668004572808
k50pct,2,2,1,200,5,100,1.0,0.2,13.342044640935448,13.703465408942122,0.1334204464093545,0.13703465408942123
k50pct,2,2,1,200,5,100,2.0,0.4,8.711321057183483,9.914679727342339,0.08711321057183483,0.09914679727342339
k50pct,2,2,2,200,5,100,1.0,0.2,12.997187740325309,13.351042508837956,0.12997187740325308,0.13351042508837957
k50pct,2,2,2,200,5,100,2.0,0.4,8.776084762054325,9.936997743252554,0.08776084762054324,0.09936997743252554
k50pct,2,2,3,200,5,100,1.0,0.2,13.598562229480848,14.022003956643971,0.13598562229480848,0.14022003956643972
k50pct,2,2,3,200,5,100,2.0,0.4,8.612839035515755,10.09924348707716,0.08612839035515756,0.1009924348707716
k50pct,2,2,4,200,5,100,1.0,0.2,12.960344700249152,13.304705017623775,0.12960344700249152,0.13304705017623775
k50pct,2,2,4,200,5,100,2.0,0.4,8.617351587877934,9.809192174997797,0.08617351587877935,0.09809192174997797
k50pct,2,2,5,200,5,100,1.0,0.2,13.736889422073652,14.173383682406474,0.13736889422073653,0.14173383682406474
k50pct,2,2,5,200,5,100,2.0,0.4,8.617282842495612,10.127051416139523,0.08617282842495612,0.10127051416139522
k50pct,2,2,6,200,5,100,1.0,0.2,14.00036549948657,14.396500431065036,0.1400036549948657,0.14396500431065035
k50pct,2,2,6,200,5,100,2.0,0.4,8.600390664430556,10.16794437214913,0.08600390664430556,0.10167944372149129
k50pct,2,2,7,200,5,100,1.0,0.2,13.393957810857053,13.816228272376549,0.13393957810857052,0.1381622827237655
k50pct,2,2,7,200,5,100,2.0,0.4,8.475905529265766,9.86847751347419,0.08475905529265766,0.0986847751347419
k50pct,2,2,8,200,5,100,1.0,0.2,14.016199127381292,14.437001806392594,0.1401619912738129,0.14437001806392594
k50pct,2,2,8,200,5,100,2.0,0.4,8.870161430090597,10.279490364439837,0.08870161430090598,0.10279490364439837
k50pct,2,2,9,200,5,100,1.0,0.2,13.513627457687889,13.84370628631632,0.13513627457687888,0.13843706286316318
k50pct,2,2,9,200,5,100,2.0,0.4,8.940643171007025,10.110694526997072,0.08940643171007025,0.10110694526997072
k50pct,2,2,10,200,5,100,1.0,0.2,13.916950721852864,14.315581775221652,0.13916950721852864,0.14315581775221653
k50pct,2,2,10,200,5,100,2.0,0.4,9.007549414602508,10.375966540026731,0.09007549414602507,0.1037596654002673
k50pct,2,2,11,200,5,100,1.0,0.2,13.79431051611428,14.198217436189886,0.1379431051611428,0.14198217436189886
k50pct,2,2,11,200,5,100,2.0,0.4,8.682530257884487,10.11709621813192,0.08682530257884487,0.1011709621813192
k50pct,2,2,12,200,5,100,1.0,0.2,12.993343179875225,13.329854025790688,0.12993343179875225,0.13329854025790688
k50pct,2,2,12,200,5,100,2.0,0.4,8.591002685667277,9.732914084190995,0.08591002685667277,0.09732914084190995
k50pct,2,2,13,200,5,100,1.0,0.2,14.81624338264971,15.39780763385,0.1481624338264971,0.1539780763385
k50pct,2,2,13,200,5,100,2.0,0.4,9.028026507758625,10.917484404997452,0.09028026507758626,0.10917484404997452
k50pct,2,2,14,200,5,100,1.0,0.2,13.830756295856759,14.241134289616596,0.13830756295856758,0.14241134289616597
k50pct,2,2,14,200,5,100,2.0,0.4,8.681455771464954,10.151925145044338,0.08681455771464953,0.10151925145044338
k50pct,2,2,15,200,5,100,1.0,0.2,13.51505970632271,13.864944323292939,0.1351505970632271,0.13864944323292938
k50pct,2,2,15,200,5,100,2.0,0.4,8.865429647879886,10.116238874770104,0.08865429647879886,0.10116238874770105
k50pct,2,2,16,200,5,100,1.0,0.2,12.767591138749175,13.0625199216556,0.12767591138749176,0.130625199216556
k50pct,2,2,16,200,5,100,2.0,0.4,8.58940235355513,9.688260739028351,0.0858940235355513,0.09688260739028351
k50pct,2,2,17,200,5,100,1.0,0.2,13.780405725490063,14.204268798659562,0.13780405725490064,0.1420426879865956
k50pct,2,2,17,200,5,100,2.0,0.4,8.735136090852698,10.225556708258509,0.08735136090852698,0.10225556708258508
k50pct,2,2,18,200,5,100,1.0,0.2,13.434948454093785,13.79165188503925,0.13434948454093784,0.1379165188503925
k50pct,2,2,18,200,5,100,2.0,0.4,8.611564182347202,9.905525814819356,0.08611564182347202,0.09905525814819356
k50pct,2,2,19,200,5,100,1.0,0.2,13.524627436966739,13.85191658109138,0.13524627436966738,0.1385191658109138
k50pct,2,2,19,200,5,100,2.0,0.4,8.802638750152184,10.04974277933838,0.08802638750152184,0.1004974277933838
k50pct,3,3,0,200,5,100,1.0,0.2,11.431976935650766,11.640663513498843,0.11431976935650766,0.11640663513498843
k50pct,3,3,0,200,5,100,2.0,0.4,8.293856538714415,9.037601383828815,0.08293856538714416,0.09037601383828814
k50pct,3,3,1,200,5,100,1.0,0.2,12.186500703568534,12.476673281835396,0.12186500703568534,0.12476673281835396
k50pct,3,3,1,200,5,100,2.0,0.4,8.635732374308212,9.54505190765991,0.08635732374308212,0.09545051907659911
k50pct,3,3,2,200,5,100,1.0,0.2,12.413610417622365,12.684986649358443,0.12413610417622366,0.12684986649358443
k50pct,3,3,2,200,5,100,2.0,0.4,8.434608288983263,9.381585866448908,0.08434608288983263,0.09381585866448909
k50pct,3,3,3,200,5,100,1.0,0.2,11.533291175918045,11.7553524032162,0.11533291175918045,0.117553524032162
k50pct,3,3,3,200,5,100,2.0,0.4,8.328654681352639,9.070648387524926,0.08328654681352639,0.09070648387524927
k50pct,3,3,4,200,5,100,1.0,0.2,11.746467025619104,11.963573283017169,0.11746467025619105,0.11963573283017169
k50pct,3,3,4,200,5,100,2.0,0.4,8.430185330164072,9.09668262853291,0.08430185330164072,0.09096682628532911
k50pct,3,3,5,200,5,100,1.0,0.2,12.474369655101185,12.724453718243012,0.12474369655101185,0.12724453718243012
k50pct,3,3,5,200,5,100,2.0,0.4,8.905653281698626,9.744353359291331,0.08905653281698626,0.09744353359291331
k50pct,3,3,6,200,5,100,1.0,0.2,11.121605993737596,11.33571146215337,0.11121605993737596,0.1133571146215337
k50pct,3,3,6,200,5,100,2.0,0.4,7.836533248976529,8.62359418816893,0.0783653324897653,0.0862359418816893
k50pct,3,3,7,200,5,100,1.0,0.2,11.60171330810433,11.857421387291573,0.11601713308104329,0.11857421387291574
k50pct,3,3,7,200,5,100,2.0,0.4,8.106758527953964,8.962182551661051,0.08106758527953964,0.08962182551661052
k50pct,3,3,8,200,5,100,1.0,0.2,11.24769448257399,11.456250654306444,0.1124769448257399,0.11456250654306445
k50pct,3,3,8,200,5,100,2.0,0.4,8.22484747029499,8.910478092896923,0.0822484747029499,0.08910478092896923
k50pct,3,3,9,200,5,100,1.0,0.2,12.050616998647591,12.292130462979138,0.12050616998647591,0.12292130462979138
k50pct,3,3,9,200,5,100,2.0,0.4,8.611493034566365,9.438448525735112,0.08611493034566366,0.09438448525735112
k50pct,3,3,10,200,5,100,1.0,0.2,12.02460346634303,12.331530143288042,0.12024603466343031,0.12331530143288041
k50pct,3,3,10,200,5,100,2.0,0.4,8.294992182863282,9.215685603652894,0.08294992182863282,0.09215685603652894
k50pct,3,3,11,200,5,100,1.0,0.2,11.506193143261143,11.737813161793063,0.11506193143261143,0.11737813161793063
k50pct,3,3,11,200,5,100,2.0,0.4,8.391901937464624,9.108121806981721,0.08391901937464624,0.09108121806981721
k50pct,3,3,12,200,5,100,1.0,0.2,11.569613278605985,11.79894131416301,0.11569613278605985,0.1179894131416301
k50pct,3,3,12,200,5,100,2.0,0.4,8.116987578748152,8.919694052381601,0.08116987578748151,0.089196940523816
k50pct,3,3,13,200,5,100,1.0,0.2,11.765119818793103,12.000892239856896,0.11765119818793103,0.12000892239856896
k50pct,3,3,13,200,5,100,2.0,0.4,8.460896889290815,9.163318008953304,0.08460896889290816,0.09163318008953304
k50pct,3,3,14,200,5,100,1.0,0.2,12.293879248412374,12.559569537763032,0.12293879248412373,0.12559569537763032
k50pct,3,3,14,200,5,100,2.0,0.4,8.673375095814507,9.540036828348882,0.08673375095814506,0.09540036828348882
k50pct,3,3,15,200,5,100,1.0,0.2,11.95650013577447,12.189594932660341,0.11956500135774469,0.12189594932660341
k50pct,3,3,15,200,5,100,2.0,0.4,8.335926236488191,9.167204344675014,0.08335926236488192,0.09167204344675013
k50pct,3,3,16,200,5,100,1.0,0.2,12.196782380449548,12.463248960559582,0.12196782380449549,0.12463248960559582
k50pct,3,3,16,200,5,100,2.0,0.4,8.659050866743307,9.553180294247966,0.08659050866743306,0.09553180294247966
k50pct,3,3,17,200,5,100,1.0,0.2,11.523597673149489,11.80001728668774,0.11523597673149488,0.1180001728668774
k50pct,3,3,17,200,5,100,2.0,0.4,8.012784795692184,8.903149386704477,0.08012784795692184,0.08903149386704477
k50pct,3,3,18,200,5,100,1.0,0.2,12.36845617272791,12.593924797292637,0.1236845617272791,0.12593924797292635
k50pct,3,3,18,200,5,100,2.0,0.4,8.880197058654772,9.682020012735606,0.08880197058654772,0.09682020012735607
k50pct,3,3,19,200,5,100,1.0,0.2,11.474753002203833,11.7518018058326,0.11474753002203833,0.117518018058326
k50pct,3,3,19,200,5,100,2.0,0.4,8.25533552865106,9.104627375217696,0.08255335528651059,0.09104627375217696
k50pct,4,4,0,200,5,100,1.0,0.2,10.940565603098925,11.145194553133187,0.10940565603098924,0.11145194553133188
k50pct,4,4,0,200,5,100,2.0,0.4,8.087788577850418,8.774095611730417,0.08087788577850417,0.08774095611730416
k50pct,4,4,1,200,5,100,1.0,0.2,11.04442480767338,11.266252999488053,0.1104442480767338,0.11266252999488052
k50pct,4,4,1,200,5,100,2.0,0.4,8.192413637255399,8.833384901178661,0.08192413637255398,0.0883338490117866
k50pct,4,4,2,200,5,100,1.0,0.2,11.341089940502748,11.5422021488056,0.11341089940502748,0.115422021488056
k50pct,4,4,2,200,5,100,2.0,0.4,8.268512088887412,9.039586034739727,0.08268512088887413,0.09039586034739727
k50pct,4,4,3,200,5,100,1.0,0.2,11.278310056282606,11.478516464390495,0.11278310056282606,0.11478516464390495
k50pct,4,4,3,200,5,100,2.0,0.4,8.47246332532918,9.04633572821524,0.0847246332532918,0.0904633572821524
k50pct,4,4,4,200,5,100,1.0,0.2,11.910036200203798,12.164832456564241,0.11910036200203798,0.12164832456564241
k50pct,4,4,4,200,5,100,2.0,0.4,8.644301946507724,9.442777835408563,0.08644301946507724,0.09442777835408563
k50pct,4,4,5,200,5,100,1.0,0.2,10.432300551188447,10.622160545406508,0.10432300551188448,0.10622160545406509
k50pct,4,4,5,200,5,100,2.0,0.4,7.8238214977556595,8.392047595166943,0.07823821497755659,0.08392047595166943
k50pct,4,4,6,200,5,100,1.0,0.2,10.707872416235496,10.884329627304446,0.10707872416235496,0.10884329627304445
k50pct,4,4,6,200,5,100,2.0,0.4,7.9613246824334,8.609284783359293,0.079613246824334,0.08609284783359293
k50pct,4,4,7,200,5,100,1.0,0.2,11.315969165911568,11.487947703886881,0.11315969165911569,0.11487947703886882
k50pct,4,4,7,200,5,100,2.0,0.4,8.580750020077765,9.14636722403226,0.08580750020077765,0.0914636722403226
k50pct,4,4,8,200,5,100,1.0,0.2,11.430736311789914,11.67744638925874,0.11430736311789914,0.1167744638925874
k50pct,4,4,8,200,5,100,2.0,0.4,8.45155501592754,9.169219884030483,0.0845155501592754,0.09169219884030483
k50pct,4,4,9,200,5,100,1.0,0.2,10.24110143294574,10.423784960952162,0.1024110143294574,0.10423784960952162
k50pct,4,4,9,200,5,100,2.0,0.4,7.780381027509456,8.286060450883895,0.07780381027509456,0.08286060450883895
k50pct,4,4,10,200,5,100,1.0,0.2,10.629456176058738,10.839719142536076,0.10629456176058738,0.10839719142536076
k50pct,4,4,10,200,5,100,2.0,0.4,7.985385407337141,8.546829687660974,0.07985385407337141,0.08546829687660974
k50pct,4,4,11,200,5,100,1.0,0.2,11.485314747813,11.705762088140837,0.11485314747813,0.11705762088140836
k50pct,4,4,11,200,5,100,2.0,0.4,8.303748945797082,9.052342907187196,0.08303748945797082,0.09052342907187196
k50pct,4,4,12,200,5,100,1.0,0.2,11.399706772271493,11.609365079763869,0.11399706772271494,0.11609365079763868
k50pct,4,4,12,200,5,100,2.0,0.4,8.359603723934,9.015050776377372,0.08359603723934,0.09015050776377372
k50pct,4,4,13,200,5,100,1.0,0.2,10.705383669459778,10.887811959277855,0.10705383669459778,0.10887811959277854
k50pct,4,4,13,200,5,100,2.0,0.4,8.104256747248392,8.621195564478,0.08104256747248392,0.08621195564478
k50pct,4,4,14,200,5,100,1.0,0.2,11.170734990674617,11.370839745818976,0.11170734990674618,0.11370839745818977
k50pct,4,4,14,200,5,100,2.0,0.4,8.479728954913824,9.051220755430386,0.08479728954913825,0.09051220755430385
k50pct,4,4,15,200,5,100,1.0,0.2,9.840074430490475,10.00838250922964,0.09840074430490475,0.10008382509229641
k50pct,4,4,15,200,5,100,2.0,0.4,7.678611147143478,8.04417382027924,0.07678611147143478,0.0804417382027924
k50pct,4,4,16,200,5,100,1.0,0.2,12.334718773637007,12.554503874494529,0.12334718773637007,0.1255450387449453
k50pct,4,4,16,200,5,100,2.0,0.4,8.933100858933123,9.67022768133127,0.08933100858933124,0.0967022768133127
k50pct,4,4,17,200,5,100,1.0,0.2,10.402199538013967,10.585772400513946,0.10402199538013968,0.10585772400513946
k50pct,4,4,17,200,5,100,2.0,0.4,7.823950366678041,8.358953566312273,0.07823950366678041,0.08358953566312273
k50pct,4,4,18,200,5,100,1.0,0.2,11.213108747635843,11.397193689433024,0.11213108747635843,0.11397193689433024
k50pct,4,4,18,200,5,100,2.0,0.4,8.375136987793148,8.958137542135987,0.08375136987793148,0.08958137542135987
k50pct,4,4,19,200,5,100,1.0,0.2,10.8364108703855,11.036587489192378,0.10836410870385499,0.11036587489192379
k50pct,4,4,19,200,5,100,2.0,0.4,7.9235789968342445,8.589918798524408,0.07923578996834245,0.08589918798524408
k50pct,5,5,0,200,5,100,1.0,0.2,9.889695528743864,10.037548727310387,0.09889695528743864,0.10037548727310387
k50pct,5,5,0,200,5,100,2.0,0.4,7.662755622787756,8.115100934926893,0.07662755622787756,0.08115100934926893
k50pct,5,5,1,200,5,100,1.0,0.2,10.336825800245286,10.502052706138045,0.10336825800245286,0.10502052706138044
k50pct,5,5,1,200,5,100,2.0,0.4,7.921762207784376,8.44967442849726,0.07921762207784376,0.08449674428497261
k50pct,5,5,2,200,5,100,1.0,0.2,10.104126034060506,10.284841437045564,0.10104126034060507,0.10284841437045564
k50pct,5,5,2,200,5,100,2.0,0.4,7.582005812716602,8.121848938685176,0.07582005812716602,0.08121848938685176
k50pct,5,5,3,200,5,100,1.0,0.2,10.284829309706645,10.425756102274555,0.10284829309706645,0.10425756102274555
k50pct,5,5,3,200,5,100,2.0,0.4,7.878825818238248,8.37191777043283,0.07878825818238248,0.0837191777043283
k50pct,5,5,4,200,5,100,1.0,0.2,9.600655573731203,9.735562239438075,0.09600655573731202,0.09735562239438074
k50pct,5,5,4,200,5,100,2.0,0.4,7.5980264140610885,7.981621373875797,0.07598026414061089,0.07981621373875797
k50pct,5,5,5,200,5,100,1.0,0.2,10.414831945464421,10.570801760480158,0.10414831945464421,0.10570801760480159
k50pct,5,5,5,200,5,100,2.0,0.4,8.082459523576816,8.553004757074369,0.08082459523576815,0.08553004757074369
k50pct,5,5,6,200,5,100,1.0,0.2,9.776446205501635,9.93337327695528,0.09776446205501635,0.09933373276955279
k50pct,5,5,6,200,5,100,2.0,0.4,7.649890650439204,8.108567410195427,0.07649890650439203,0.08108567410195427
k50pct,5,5,7,200,5,100,1.0,0.2,9.91064601119433,10.06029169434671,0.09910646011194331,0.1006029169434671
k50pct,5,5,7,200,5,100,2.0,0.4,7.829653298550973,8.249319293437061,0.07829653298550973,0.08249319293437062
k50pct,5,5,8,200,5,100,1.0,0.2,10.738838755528342,10.944967834814719,0.10738838755528342,0.10944967834814719
k50pct,5,5,8,200,5,100,2.0,0.4,8.20512250146166,8.770553143067637,0.08205122501461659,0.08770553143067637
k50pct,5,5,9,200,5,100,1.0,0.2,9.942320410799802,10.077186190999925,0.09942320410799801,0.10077186190999925
k50pct,5,5,9,200,5,100,2.0,0.4,7.689418705899719,8.187021349807814,0.07689418705899718,0.08187021349807815
k50pct,5,5,10,200,5,100,1.0,0.2,9.819394049126316,9.9570279904056,0.09819394049126316,0.099570279904056
k50pct,5,5,10,200,5,100,2.0,0.4,7.7317986848539775,8.140671262923021,0.07731798684853977,0.08140671262923022
k50pct,5,5,11,200,5,100,1.0,0.2,9.642668824257456,9.823904950979035,0.09642668824257455,0.09823904950979034
k50pct,5,5,11,200,5,100,2.0,0.4,7.379593330037672,7.916894879516569,0.07379593330037672,0.07916894879516569
k50pct,5,5,12,200,5,100,1.0,0.2,9.991362861113167,10.149893511097815,0.09991362861113168,0.10149893511097816
k50pct,5,5,12,200,5,100,2.0,0.4,7.732551293034746,8.252705987369879,0.07732551293034745,0.0825270598736988
k50pct,5,5,13,200,5,100,1.0,0.2,9.729215600373095,9.893697596327279,0.09729215600373095,0.09893697596327279
k50pct,5,5,13,200,5,100,2.0,0.4,7.578702538127985,8.028561717013176,0.07578702538127985,0.08028561717013176
k50pct,5,5,14,200,5,100,1.0,0.2,10.683447799401797,10.89232464777767,0.10683447799401798,0.1089232464777767
k50pct,5,5,14,200,5,100,2.0,0.4,7.949758309502265,8.593453781153578,0.07949758309502265,0.08593453781153577
k50pct,5,5,15,200,5,100,1.0,0.2,10.153861050811393,10.338226115424426,0.10153861050811393,0.10338226115424426
k50pct,5,5,15,200,5,100,2.0,0.4,7.827340230291085,8.335609135564397,0.07827340230291085,0.08335609135564397
k50pct,5,5,16,200,5,100,1.0,0.2,10.553608307196619,10.762931137612384,0.10553608307196619,0.10762931137612383
k50pct,5,5,16,200,5,100,2.0,0.4,7.8559659466469824,8.493711448891723,0.07855965946646983,0.08493711448891723
k50pct,5,5,17,200,5,100,1.0,0.2,10.828904593428987,10.995044180014808,0.10828904593428987,0.10995044180014808
k50pct,5,5,17,200,5,100,2.0,0.4,8.18369608457342,8.705350888313994,0.08183696084573419,0.08705350888313994
k50pct,5,5,18,200,5,100,1.0,0.2,9.716105116749326,9.84286102242541,0.09716105116749325,0.0984286102242541
k50pct,5,5,18,200,5,100,2.0,0.4,7.527732042195893,7.967621323929386,0.07527732042195893,0.07967621323929386
k50pct,5,5,19,200,5,100,1.0,0.2,11.624900679532594,11.828790278742076,0.11624900679532595,0.11828790278742077
k50pct,5,5,19,200,5,100,2.0,0.4,8.89172270168796,9.483176448378217,0.08891722701687961,0.09483176448378217
k50pct,6,6,0,200,5,100,1.0,0.2,9.100145909150058,9.204588245042672,0.09100145909150058,0.09204588245042672
k50pct,6,6,0,200,5,100,2.0,0.4,7.382117707393938,7.6745730028959755,0.07382117707393938,0.07674573002895975
k50pct,6,6,1,200,5,100,1.0,0.2,8.83571934168615,8.919190693400303,0.0883571934168615,0.08919190693400303
k50pct,6,6,1,200,5,100,2.0,0.4,7.051741379671924,7.365238969180538,0.07051741379671923,0.07365238969180538
k50pct,6,6,2,200,5,100,1.0,0.2,9.876577084242399,10.00599056213315,0.098765770842424,0.10005990562133149
k50pct,6,6,2,200,5,100,2.0,0.4,7.849772435535847,8.213366680867054,0.07849772435535847,0.08213366680867054
k50pct,6,6,3,200,5,100,1.0,0.2,9.556240553119856,9.67038550602863,0.09556240553119856,0.0967038550602863
k50pct,6,6,3,200,5,100,2.0,0.4,7.572394470917239,7.956134401919513,0.07572394470917239,0.07956134401919514
k50pct,6,6,4,200,5,100,1.0,0.2,9.05007973583691,9.168781640538072,0.09050079735836909,0.09168781640538072
k50pct,6,6,4,200,5,100,2.0,0.4,7.168710306262589,7.517810891151143,0.07168710306262589,0.07517810891151143
k50pct,6,6,5,200,5,100,1.0,0.2,9.285566472904108,9.395472861475156,0.09285566472904108,0.09395472861475156
k50pct,6,6,5,200,5,100,2.0,0.4,7.523356208661042,7.860257820661168,0.07523356208661042,0.07860257820661168
k50pct,6,6,6,200,5,100,1.0,0.2,9.726772298601361,9.809062863461783,0.0972677229860136,0.09809062863461783
k50pct,6,6,6,200,5,100,2.0,0.4,7.670677021237886,8.034511725476634,0.07670677021237886,0.08034511725476634
k50pct,6,6,7,200,5,100,1.0,0.2,10.04985924143893,10.184080681534972,0.10049859241438931,0.10184080681534972
k50pct,6,6,7,200,5,100,2.0,0.4,7.8769702081146775,8.30021564897158,0.07876970208114678,0.0830021564897158
k50pct,6,6,8,200,5,100,1.0,0.2,9.63029592544418,9.759208554027985,0.09630295925444181,0.09759208554027986
k50pct,6,6,8,200,5,100,2.0,0.4,7.48047255209854,7.894160851504104,0.0748047255209854,0.07894160851504103
k50pct,6,6,9,200,5,100,1.0,0.2,9.169475478389295,9.302890620599364,0.09169475478389294,0.09302890620599363
k50pct,6,6,9,200,5,100,2.0,0.4,7.32213413060213,7.715671124521556,0.0732213413060213,0.07715671124521556
k50pct,6,6,10,200,5,100,1.0,0.2,9.153168213665154,9.279903027936548,0.09153168213665154,0.09279903027936548
k50pct,6,6,10,200,5,100,2.0,0.4,7.333322017974091,7.678499676194583,0.07333322017974091,0.07678499676194583
k50pct,6,6,11,200,5,100,1.0,0.2,9.392386706490747,9.527852631784597,0.09392386706490746,0.09527852631784597
k50pct,6,6,11,200,5,100,2.0,0.4,7.321596449306767,7.749860240785566,0.07321596449306768,0.07749860240785565
k50pct,6,6,12,200,5,100,1.0,0.2,9.003463139124477,9.135377408594046,0.09003463139124478,0.09135377408594046
k50pct,6,6,12,200,5,100,2.0,0.4,7.315664581750248,7.655489034752499,0.07315664581750247,0.076554890347525
k50pct,6,6,13,200,5,100,1.0,0.2,9.072490838321102,9.209053078727479,0.09072490838321101,0.09209053078727479
k50pct,6,6,13,200,5,100,2.0,0.4,7.223445160295192,7.564590065130233,0.07223445160295192,0.07564590065130233
k50pct,6,6,14,200,5,100,1.0,0.2,9.085620725089385,9.200550017663964,0.09085620725089384,0.09200550017663964
k50pct,6,6,14,200,5,100,2.0,0.4,7.313875134725976,7.636981225300659,0.07313875134725975,0.07636981225300658
k50pct,6,6,15,200,5,100,1.0,0.2,9.486208614571197,9.629765888855381,0.09486208614571197,0.09629765888855381
k50pct,6,6,15,200,5,100,2.0,0.4,7.504881946308174,7.927283051589285,0.07504881946308174,0.07927283051589284
k50pct,6,6,16,200,5,100,1.0,0.2,9.413315685333686,9.539886120594673,0.09413315685333686,0.09539886120594673
k50pct,6,6,16,200,5,100,2.0,0.4,7.4995198171558,7.866219217880307,0.074995198171558,0.07866219217880306
k50pct,6,6,17,200,5,100,1.0,0.2,9.32022340277313,9.462108091139015,0.09320223402773131,0.09462108091139015
