L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.1,27.13295012755546,27.412045730158738,1,176,5,8
0.1642857142857143,24.54024728563799,25.08383987301586,1,176,5,8
0.2285714285714286,21.947544443720517,22.819257317460313,1,176,5,8
0.2928571428571429,19.354841601803017,20.72225286507937,1,176,5,8
0.3571428571428572,16.776043902874846,18.726665817460344,1,176,5,8
0.4214285714285715,14.40318954142397,16.91453472222223,1,176,5,8
0.48571428571428577,12.1462991830996,15.231825952380959,1,176,5,8
0.55,10.217122443468142,13.694927928571431,1,176,5,8
0.6142857142857143,8.736141547717097,12.334511912698417,1,176,5,8
0.6785714285714286,7.545226750995823,11.10627934920636,1,176,5,8
0.7428571428571429,6.465302214736099,10.021458904761914,1,176,5,8
0.8071428571428572,5.528287384415535,9.045688587301584,1,176,5,8
0.8714285714285716,4.686268793959599,8.20705553174605,1,176,5,8
0.9357142857142858,3.9835915514351257,7.4430294761904605,1,176,5,8
1.0,3.3574723514195313,6.776400706349236,1,176,5,8
