L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.16666666666666666,103.47747705778397,103.73970925925914,1,1855,3,4
0.2261904761904762,101.58526837282875,101.98197042328002,1,1855,3,4
0.2857142857142857,99.69305968787216,100.15829309523747,1,1855,3,4
0.34523809523809523,97.80085100291672,98.42984500000011,1,1855,3,4
0.40476190476190477,95.90864231796218,96.69070746031707,1,1855,3,4
0.4642857142857143,94.01643363300491,94.90496743386234,1,1855,3,4
0.5238095238095238,92.12422494804969,93.20443235449716,1,1855,3,4
0.5833333333333334,90.23201626309265,91.44609931216928,1,1855,3,4
0.6428571428571429,88.33980757813742,89.72245193121694,1,1855,3,4
0.7023809523809523,86.44759889318016,88.01426005290978,1,1855,3,4
0.7619047619047619,84.55539020822516,86.29729626984113,1,1855,3,4
0.8214285714285714,82.66318152326903,84.6596761375663,1,1855,3,4
0.8809523809523809,80.7791603263986,83.00999092592588,1,1855,3,4
0.9404761904761905,78.9008224950544,81.34623132275169,1,1855,3,4
1.0,77.03204892362464,79.81906462962934,1,1855,3,4
