L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.1,27.13295012755546,27.42656772222223,1,176,5,8
0.1642857142857143,24.54024728563799,25.07882798412699,1,176,5,8
0.2285714285714286,21.947544443720517,22.810341658730152,1,176,5,8
0.2928571428571429,19.354841601803017,20.714408087301592,1,176,5,8
0.3571428571428572,16.776043902874846,18.696841325396846,1,176,5,8
0.4214285714285715,14.40318954142397,16.908545023809523,1,176,5,8
0.48571428571428577,12.1462991830996,15.222772396825405,1,176,5,8
0.55,10.217122443468142,13.709623134920633,1,176,5,8
0.6142857142857143,8.736141547717097,12.347247634920635,1,176,5,8
0.6785714285714286,7.545226750995823,11.091661380952388,1,176,5,8
0.7428571428571429,6.465302214736099,10.021725261904777,1,176,5,8
0.8071428571428572,5.528287384415535,9.053418158730167,1,176,5,8
0.8714285714285716,4.686268793959599,8.18515404761905,1,176,5,8
0.9357142857142858,3.9835915514351257,7.462543103174596,1,176,5,8
1.0,3.3574723514195313,6.777265166666666,1,176,5,8
