L,regret_linear,regret_softmax,n_trials,regret_linear_std,regret_softmax_std,regret_linear_sd,regret_softmax_sd,k,r_min,r_med
0.1,16.12296353112777,16.277215691413126,50,0.6400674797429083,0.651867878023239,0.6400674797429083,0.651867878023239,100,5,5
0.1642857142857143,14.526879915719483,14.821948847877307,50,0.5394085660091759,0.5632324467171579,0.5394085660091759,0.5632324467171579,100,5,5
0.2285714285714286,12.93079630031119,13.41922266910415,50,0.44347651834811497,0.4834793080535924,0.44347651834811497,0.4834793080535924,100,5,5
0.2928571428571429,11.334712684902897,12.09361002174223,50,0.3561121204771213,0.4107042913057796,0.3561121204771213,0.4107042913057796,100,5,5
0.3571428571428572,9.738629069494605,10.852314811389904,50,0.2852978463951518,0.3539906171069233,0.2852978463951518,0.3539906171069233,100,5,5
0.4214285714285715,8.14725385454527,9.715646305846802,50,0.245982856753766,0.3006042929462198,0.245982856753766,0.3006042929462198,100,5,5
0.48571428571428577,6.7018669561132365,8.681580702236731,50,0.22037852499305766,0.2606092091504028,0.22037852499305766,0.2606092091504028,100,5,5
0.55,5.533653060034659,7.755132799022138,50,0.2011226622495658,0.22935549211180498,0.2011226622495658,0.22935549211180498,100,5,5
0.6142857142857143,4.61509544304443,6.936704217908981,50,0.18286660373953492,0.2032599348251277,0.18286660373953492,0.2032599348251277,100,5,5
0.6785714285714286,3.89497561810804,6.216250562369241,50,0.17276722203183623,0.18891416179332265,0.17276722203183623,0.18891416179332265,100,5,5
0.7428571428571429,3.3200536759175856,5.585910675961227,50,0.17399776270725903,0.16895099491988327,0.17399776270725903,0.16895099491988327,100,5,5
0.8071428571428572,2.8584676440125394,5.038286198659591,50,0.1713613335680101,0.15379959088304807,0.1713613335680101,0.15379959088304807,100,5,5
0.8714285714285716,2.4849209201530202,4.559741092779727,50,0.16358020848517602,0.14477441457194967,0.16358020848517602,0.14477441457194967,100,5,5
0.9357142857142858,2.181555548077168,4.138521323914649,50,0.1555921567634217,0.13593007161178647,0.1555921567634217,0.13593007161178647,100,5,5
1.0,1.9301493902590994,3.772798481612569,50,0.1479872820983571,0.13146039070748922,0.1479872820983571,0.13146039070748922,100,5,5
