L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.16666666666666666,97.47004169789705,98.87103867724875,1,1237,3,4
0.2261904761904762,95.57783301294126,97.43636055555578,1,1237,3,4
0.2857142857142857,93.68562432798444,96.03736026455033,1,1237,3,4
0.34523809523809523,91.79341564302842,94.652685634921,1,1237,3,4
0.40476190476190477,89.90120695807207,93.22671269841283,1,1237,3,4
0.4642857142857143,88.00899827311662,91.85433034391542,1,1237,3,4
0.5238095238095238,86.11678958815958,90.45666722222222,1,1237,3,4
0.5833333333333334,84.22458090320515,89.0360829100531,1,1237,3,4
0.6428571428571429,82.33266394828047,87.61400402116419,1,1237,3,4
0.7023809523809523,80.45522178528267,86.2378564814818,1,1237,3,4
0.7619047619047619,78.589295793416,84.87382341269847,1,1237,3,4
0.8214285714285714,76.73629483154207,83.5116712169314,1,1237,3,4
0.8809523809523809,74.90720565498953,82.15426894179905,1,1237,3,4
0.9404761904761905,73.09501055258704,80.70599246031759,1,1237,3,4
1.0,71.29786583076952,79.37682380952367,1,1237,3,4
